ID,Decoded Sentence,Target Sentence,Accuracy
2020-03-27/032143-032493,"['昨天', '富有', '旅遊車', '特', '租', '安', '順序', '喝茶', '臺', '鑽石', '冠冕', '出去', '擲', '擲', '冠冕', '鑽石', '擲', '擲', '將', '無稽', '越多', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['明早', '轉', '<MUMBLE>', '東', '北', '至', '東', '北', '未來', '會', '下雨', '一', '日', '兩', '日', '濕', '霧', '早上', '會', '溫暖', '現在', '氣溫', '二', '十', '五', '濕度', '八', '十', '八', '百份比']",0.0
2020-03-28/011617-011769,"['東湧', '跪頸', '界入', '詳細', '試行', '急忙', '落敗', '青春', '探', '語言', '看症', '<BAD>']","['規矩', '內', '目的', '甚麼', '希望', '想', '人', '聚集', '禁止', '<BAD>', '防', '傳染']",0.0
2020-03-28/016819-016930,"['全球', '餘下', '雲多', '奧地利', '短', '手帶', '遊覽', '臺前', '不方便', '不方便', '<BAD>']","['美國', '冠狀', '肺', '炎', '加', '加', '加', '一', '萬', '九', '千']",0.0
2020-03-29/000480-000628,"['泰國', '主播', '葵涌', '報', '這層', '小時', '葵涌', '光', '見', '裁判', '大九', '自已', '<BAD>', '<BAD>']","['屋', '政府', '說', '不知道', '哪裡', '來', '發現', '不能', '加', '遲', '區域', '看到', '有', '傳播']",0.0
2020-03-29/008135-008325,"['整個身體', '煽惑', '沖擊', '扮', '檢討', '線', '線', '線', '被擲', '資源', '新年', '混亂', '試', '拿不到', '謀殺', '<BAD>', '<BAD>', '<BAD>']","['政府', '今日', '開始', '禁止', '<BAD>', '超', '四', '人', '<BAD>', '外', '聚集', '多', '區域', '繼續', '有', '多', '員工', '聚集']",0.0
2020-03-29/023060-023225,"['轉換', '灣', '層', '灣', '莫', '運貨', '配合', '配合', '照樣', '炮彈', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['財政', '負責', '名字', 'C', '波', '說', '<X>', '兩', '天', '後', '<X>', '生意', '賺', '數', '看', '下降', '繼續']",0.0
2020-03-30/012368-012451,"['士兵', '預測', '預測', '分開', '分開', '分開', '<BAD>']","['真', '專注', '甚麼', '外', '進來', '病', '加']",0.0
2020-03-31/000843-001061,"['櫃臺', '煽惑', '全身防護裝備', '火藥', '隊伍', '彈殼', '理解', '國際', '由英國帶到香港', '駐港總', '層次', '領使館', '騎馬', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '說', '肺', '<X>', '其他', '感染', '肺', '康復', '有時', '進步', '搬遷', '另', '一', '個', '檢測', '中', '心', '給', '房間', '專門', '派']",0.0
2020-04-01/029605-029875,"['行程', '霸佔', '霸佔', '家人', '家人', '港幣', '私人', '有時', '望', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['內地', '現在', '自', '內地', '內', '肺', '防', '區域', '其他', '這', '這', '這', '嚴', '重', '或者', '這', '國', '給', '支持', '幫', '幫', '幫']",0.0
2020-04-02/000716-000896,"['明', '中大', '開門', '受不', '各種不同', '留低', '教授', '大使館', '很緊的限制', '其中', '當做', '旅遊巴來去', '團', '<BAD>', '<BAD>', '<BAD>']","['議員', '覺得', '這', '美容', '屋', '內', '有', '傳染', '危險', '這', '經濟', '停', '但是', '組', '他們', '反對']",0.0
2020-04-02/027353-027601,"['洗衣', '要不要', '要不要', '集會', '看出', '店鋪', '起名', '飛濺', '集會', '集會', '不健康', '稱為', '不健康', '工人', '打人', '永', '永', '射槍', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['証實', '肺', '全世界', '人', '計算', '計算', '超', '九', '三', '萬', '四', '萬', '七', '千', '死亡', '肺', '最', '嚴重', '美國', '一', '日', '加', '二', '萬', '六', '千']",0.0
2020-04-05/023287-023522,"['龍蝦', '波', '花了', '信用咭', '混合', '培訓', '老闆', '傳播', '做', '老闆', '不理會', '生活', '生活', '一定', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '財政司司長', '名字', '波', '說', '未來', '六', '個', '月', '經濟', '不好', '<BAD>', '進步', '不能', '公司', '或者', '個人', '自', '準備', '要']",0.0
2020-04-06/009843-009942,"['準確', '出', '言語', '拖累', '罪', '股票指數', '救護車']","['現在', '有', '擔心', '繼續', '分析', '<MUMBLE>', '要']",0.0
2020-04-06/012790-013102,"['酒吧', '富有', '首都', '違反', '中午', '發訊息', '違反', '聚集', '哪裏', '牛', '彎', '彩虹', '壞心腸', '壞心腸', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '三', '月', '二', '十', '九', '日', '開始', '限制', '聚集', '<X>', '四', '人', '限制', '以前', '聚集', '禁止', '屋', '提醒', '張貼', '<X>', '四', '人', '超', '不能', '聚集', '有', '街', '人', '不滿', '荒謬']",0.0
2020-04-06/020629-020794,"['筲箕灣', '交流', '湖', '上網', '父', '項目', '提示', '刀', '刺', '臉', '<BAD>']","['', '病', '肺炎', '情況', '延後', '有關', '抽', '居屋', '網上', '說', '直播']",0.0
2020-04-06/031703-031868,"['天氣', '建', '莫斯科', '紅場', '賭場', '建', '美容', '明', '小朋友', '送貨', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['最後', '看', '天氣', '雲', '多', '<X>', '有時', '大雨', '今', '晚上', '明天', '早上', '清涼', '最', '低', '溫度', '十', '六']",0.0
2020-04-07/016698-016786,"['當中', '車行駛', '人造', '逃跑', '控', '<BAD>', '<BAD>']","['新聞', '時間', '繼續', '關於', '香港', '情況', '經濟']",0.0
2020-04-10/018229-018525,"['新加玻', '看到', '看到', '看到', '看到', '購買或', '牠', '槌', '棍', '棍', '轉機', '很多牀排成', '哪裏', '排', '很多張牀緊貼着', '開如', '閒置', '粗暴', '外出', '牌', '巴士來', '巴士來', '巴士來', '介', '<BAD>', '<BAD>']","['這', '威', '權', '屋', '這', '<BAD>', '千', '足球', '場地', '變', '暫時', '醫', '屋', '給', '給', '牀', '牀', '二', '千', '星期日', '開始', '接收', '某些', '醫療', '管理', '要']",0.0
2020-04-10/032087-032317,"['大埔', '分享', '聽到', '學', '亞洲', 'T', '聽到', '聽到', '聽到', '聽到', '飛', '飛', '飛', '噴射', '救', '飛', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['雷暴', '地區', '有時', '地方', '看', '看不到', '溫度', '一', '九', '二', '五', '下', '星期', '六', '星期日', '星期', '一', '星期', '二', '陽光', '乾', '早', '晚', '涼']",0.0
2020-04-11/023008-023347,"['講大話', '修改', '下屬', '藥', '審', '茶葉', '示範', '印刷', '葉', '非常', '上午', '新界', '隱瞞', '展示', '結果', '電腦', '最近', '自動', '未', '呼吸', '革命', '革命', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['這些', '網上', '名字', '容易', '變', '或者', '取消', '看不到', '找', '找', '找不到', '想', '記錄', '這', '有', '這', '用', '號碼', '這', '獨立', '一', '個', '一', '個', '一', '個', '如果', '研究', '多', '容易']",0.0
2020-04-11/031618-031958,"['酒店', '草案', '奇妙', '畫', '很好', '態度', '態度', '駿洋邨', '很好', '水氣', '律師', '律師', '不明白', '不舒服', '過來坐', '定', '缺勤', '電視', '晚上', '晚上', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['天氣', '情況', '雲', '多', '風', '輕', '東', '南', '晚', '北', '風', '加', '有時', '雨', '區域', '地方', '打雷', '早', '晚', '涼', '最', '低', '十', '六']",0.0
2020-04-12/000468-000600,"['你', '撥出', '冬', '將近', '使用', '安全法律']","['真', '內', '新', '計算', '一', '數']",0.0
2020-04-12/001360-001702,"['龍蝦', '年初三', '花了', '信用咭', '多少', '不好', '入境', '租金', '收錢', '指示', '金融', '遺傳', '重', '防護', '忍', '忍', '大量', '封關', '實際', '會議', '老人', '照顧', '強拉', '愛', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['香港', '加', '新', '四', '新冠', '肺', '炎', '三', '月', '中', '全部', '現在', '第', '一', '次', '一', '位', '計算', '計算', '一', '零', '零', '四', '病', '病', '計算', '計算', '下降', '有', '代表', '病', '控制', '能', '不']",0.0
2020-04-13/015314-015412,"['大家好', '請看這', '弊', '緩解', '醫治', '<BAD>', '<BAD>', '<BAD>']","['但是', '代表', '能', '殺', '裡面', '細菌', '不', '']",0.0
2020-04-13/017393-017696,"['柴灣', '報道', '偏', '蝙蝠', '專門', '命名她', '蝙蝠', '委員會', '俠', '預訂', '放假', '籃球場', '落', '加拿大', '纜車', '職員', '表', '表', '表', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['香港', '買', '買', '負責', '說', '現在', '內地', '運貨', '活', '豬', '下降', '<MUMBLE>', '成交', '賣', '<MUMBLE>', '錢', '高', '貴', '<MUMBLE>', '要', '求', '政府', '談', '內地', '<MUMBLE>', '計劃', '<MUMBLE>', '如何', '清走', '消除', '']",0.0
2020-04-13/031194-031276,"['免卻', '家庭', '輛', '緊張', '罪', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['沙', '這', '三', '四', '分鐘', '時間', '巴', '二', '至', '零', '']",0.0
2020-04-15/010124-010478,"['迪士尼', '母親', '公園', '張貼', '離開家', '駐', '一直到現在', '酒樓', '分派飲料', '太古', '不聽', '其他', '某些人', '送到', '誇張', '誇張', '像', '神', '某些人', '貿易', '像', '幫', '轉', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['今', '全部', '國', '安全', '教育', '節日', '香港', '規則', '<MUMBLE>', '上', '網', '放', '放', '多', '影片', '影片', '裡面', '有', '中', '聯合', '主要', '有權利的人', '名字', 'J', '說', '香港', '歸還', '內地', '年', '年', '二', '三', '至今為止', '現在', '國', '安全', '有', '弱', '感覺', '保護', '國', '安全']",0.0
2020-04-15/012338-012517,"['佔', '黎智英', '狹窄', '跑步', '封關', '李柱銘', '協助', '底', '時間過去', '語言', '散', '機場', '體', '<BAD>', '<BAD>']","['違法', '違法', '行為', '如果', '開始', '停', '管理', '不能', '可能', '提升', '危險', '損害', '國', '安全', '']",0.0
2020-04-15/015467-015804,"['將軍澳', '人權', '示範', '人來', '罪', '隊', '原來', '口', '昨天', '太古', '太古', '綠', '柴灣', '保留', '保留', '隊', '隊', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['如果', '和平', '方法', '沒用', '這', '命名', '<BAD>', '變', '暴力', '代表', '正確', '真', '<BAD>', '代表', '他們', '行為', '不理', '法', '規則', '香港', '推', '暴力', '影響', '違法', '代表', '違法']",0.0
2020-04-15/016778-016931,"['長大', '海面', '有浪', '角', '幹涉', '控告', '螺旋轉', '天文臺', '成功或失敗', '<BAD>']","['感覺', '<MUMBLE>', '犧牲', '責任', '<BAD>', '最', '嚴重', '誰', '內地', '的']",0.0
2020-04-15/019089-019353,"['教育', '衣服', '籐', '底', '港', '紙', '被派來', '球', '承諾', '社區', '派發', '派發', '派發', '直接', '電', '命', '隠定', '宿舍', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['控告', '要', '求', '延後', '再次', '裁判', '有', '控告', '看', '差不多', '情況', '再次', '懲罰', '懲罰', '懲罰', '法官', '感覺', '這', '真', '決定', '一', '月', '最後', '決定', '<MUMBLE>', '延後', '<X>', '不公平', '']",0.0
2020-04-15/020631-020937,"['意大利', '智慧', '切割', '切割', '切割', '煮食', '小學', '個人防護衣', '小學', '肉', '國務院', '詞', '令人', '恐怕', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['英', '冠', '高級', '說', '這', '能', '限制', '<MUMBLE>', '退出', '不能', '變成', '接受', '減少', '工資', '留下', '仍然', '隊伍', '如果', '不', '隊伍', '變成', '<BAD>', '人', '走', '走', '走', '現在', '仍然', '思考', '計劃', '']",0.03225806451612903
2020-04-16/000952-001094,"['英格蘭', '平安', '盃', '攤位', '多輛車輛行駛到達', '星星', '諮詢', '基金', '我現在增加', '<BAD>', '<BAD>', '<BAD>']","['日本', '政府', '新聞', '開始', '加', '著急', '區域', '地方', '加', '全部', '日本', '']",0.0
2020-04-16/030778-031026,"['經常', '費用', '重', '角', '付出', '利', '收益', '錢獲得', '展示', '條規', '分段', '分段', '盡力', '你', '幼兒', '幹預我', '脫下', '捧盃', '捧盃', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['足球', '有權利的人', '會', '開始', '開始', '董', '事', '會', '<MUMBLE>', '決定', '準備', '八', '月', '中', '再次', '開始', '開始', '下次', '準備', '十', '一', '<MUMBLE>', '開始', '會', '']",0.0
2020-04-17/018431-018620,"['何', '陳', '讓給', '鸚鵡', '告示', '工', '印度', '印度', '印度', '很多人入場', '很多人入場', '火', '火', '火', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['美國', '新', '加', '超', '三', '萬', '証實', '病', '有', '特朗普', '說', '分開', '分開', '分開', '時間', '<MUMBLE>', '經濟', '再次', '<MUMBLE>', '開始']",0.0
2020-04-18/011599-011766,"['無所謂', '勇', '狹窄', '塞爾維亞', '蘇聯', '時代', '共和國', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '權力', '林鄭月娥', '歡迎', '全部', '批准', '錢', '能', '部分', '計劃', '開始', '接受', '申請']",0.0
2020-04-19/001015-001234,"['黑', '理', '特', '學', '阿肯色州', '抓', '抓', '準許', '保鑣跟隨', '弟弟', '弟弟', '數次', '進駐', '跪', '簽', '永', '永']","['病毒', '研究', '專家', '負責', '說', '新冠肺炎', '事實', '研究', '製造', '不', '感覺', '人類', '智慧', '製造', '不可能', '<BAD>', '<BAD>']",0.0
2020-04-19/007362-007587,"['利用', '聯', '集體', '送', '考試', '容易', '兵', '出入', '恐怖', '出入', '凍', '肉', '賄賂', '亞', '亞']","['估計', '下年', '<BAD>', '下年', '中', '後', '新冠肺炎', '可能', '疫苗', '短', '時間', '口罩', '要', '<BAD>', '<BAD>']",0.0
2020-04-19/011578-011696,"['稱為', '明日', '艱苦', '祕密', '英雄', '明白', '提示', '召']","['建議', '政府', '工作', '負責', '加強', '學習', '基本法', '<BAD>']",0.0
2020-04-19/030679-030764,"['最多', '起牀', '旅團', '不習慣', '<BAD>', '<BAD>']","['電視', '直播', '六', '小時', '網上', '唱歌']",0.0
2020-04-20/031205-031446,"['職', '多人離開', '倒塌', '小', '粒', '老婆', '擺街', '擺街', '擺街', '送醫', '很多燈亮起', '領使館', '火炭', '爭吵', '小路', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '足球', '傑志', '名字', '<X>', '確定', '上', '星期', '六', '檢測', '病毒', '醫院', '批准', '返回', '家', '休息', '分開', '坐', '不要']",0.0
2020-04-20/032185-032406,"['天氣', '入院', '雲', '雲', '漸變多', '晚', '水塘', '衣服', '戴', '號碼', '拜仁', '號碼', '普', '飯盒', '列入名冊', '旗降下', '開放', '直升機到場', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['雲', '加', '明日', '間中', '地區', '有', '雨', '早上', '海', '附近', '霧', '<X>', '早', '午', '有', '太陽', '溫度', '二', '十', '四', '至', '二', '十', '八']",0.0
2020-04-21/005636-005836,"['紫', '衫', '晚', '晚', '緩和', '全', '籃球', '籃球', '著名', '兩至', '拜仁', '戰爭', '著名', '參加', '列入名冊', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '報導', '香港', '加', '冠狀', '肺炎', '加', '有', '四', '<BAD>', '四', '外', '回來', '傳染', '全部', '數目', '一', '零', '二', '九']",0.0
2020-04-21/015579-015752,"['她', '不好意思', '雲', '勁', '凌晨', '煽動', '投資', '管制', '上學', '霧', '北海', '陰性', '<BAD>', '<BAD>']","['入境', '屋', '權力', '名字', '曾', '晚上', '入境處', '離開', '時', '<X>', '準備', '出任', '回答', '沒']",0.0
2020-04-22/021572-021678,"['用力轉彎', '青年', '膠', '最新', '被噴射', '左右', '電臺', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['希望', '多', '人', '能', '回去', '能', '給', '另', '人', '來', '來']",0.0
2020-04-22/032469-032545,"['溫度', '溫度', '情形', '濕', '濕', '濕', '百份比']","['現在', '氣溫', '二', '十', '濕度', '九', '四']",0.0
2020-04-23/011383-011626,"['香港國安法', '印度', '導致', '目的', '風', '我們', '我們', '管', '團', '婆婆', '嫲嫲', '島', '孫子', '戴上', '先', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '入', '年', '<BAD>', '政府', '入', '十', '二', '', '不同', '人', '接觸', '有', '以前', '撥款', '加', '減', '<X>', '看', '情況']",0.0
2020-04-23/015563-015751,"['泰國', '答', '答', '奇', '奇', '奇', '司機', '通', '司機', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['現在', '肺', '情況', '多', '老', '服務', '停', '組織', '關注', '留意', '<X>', '社署', '部分', '服務', '恢復', '要']",0.0
2020-04-23/016501-016584,"['經營', '角', '旅團', '領事', '派發']","['新聞', '時間', '關於', '新聞', '經濟']",0.0
2020-04-23/018139-018450,"['康', '屯', '唱歌', '信用咭', '嚴厲', '北斗衛星', '按照', '北斗', '塔爾薩市', '號', '指', '加價', '大使', '教育', '抽出', '環繞', '抽出', '像', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['一', '月', '底', '全部', '學', '幼兒', '中', '心', '<X>', '老', '<X>', '<X>', '保障', '中', '心', '全部', '服務', '暫停', '三', '月', '頭', '政府', '部分', '恢復', '恢復', '服務', '<X>', '<X>', '中', '心', '關門', '仍然']",0.0
2020-04-24/031406-031634,"['馬來西亞', '吹', '雨', '雨', '破例容許', '承認', '旅行社', '事實', '怪罪', '怪罪', '黑色', '霧', '晩上', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['天氣', '<X>', '雲', '多', '間中', '下雨', '今', '晚上', '明天', '早上', '清涼', '會', '最', '低', '十', '八', '', '早上', '高', '氣溫', '二', '十', '二']",0.0
2020-04-26/004422-004772,"['教育', '會眾', '防守', '夏威夷', '烈風旋轉', '屯門', '蝴蝶', '爭議', '寫', '寫', '暫停', '公開', '暫停', '表情', '隔絕', '各地', '有些人', '有些人', '寫', '派遣', '寫', '地鐵', '地鐵', '地鐵', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['臺灣', '北', '政府', '說', '這', '唱歌', 'O', 'K', '林', '<MUMBLE>', '真', '三', '月', '最後', '真', '消防', '檢測', '安全', '完成', '完', '申請', '維修', '未', '開始', '批准', '這', '開始', '安排', '真', '文', '說', '暫停', '工作', '要', '現在', '檢測', '要', '']",0.0
2020-04-27/014635-014803,"['文', '文', '文', '文', '文', '火', '傷殘', '設備', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['D', 'S', 'E', '一', '四', '個', '裡面', '重要', '知', '寬', '現在', '肺', '發炎', '影響', '一', '樣', '仍然', '考試', '']",0.0
2020-04-27/023138-023257,"['透過', '挖坑', '奬', '奬', '多人來', '掉進抗裡', '以膝蓋壓頸', '<BAD>', '<BAD>', '<BAD>']","['說', '完', '內地', '部', '部', '部', '等', '等', '各種', '']",0.0
2020-04-28/032034-032238,"['民主派', '開香檳', '現金', '會議', '會議', '適合', '會議', '祕書處', '揶揄', '很多次', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['今', '星期', '部分', '時間', '陽光', '早上', '熱', '會', '今', '星期', '六', '星期日', '濕', '濕', '早上', '霧', '有']",0.0
2020-04-29/024667-024916,"['九龍城', '肺炎', '留在', '發現', '代表', '文', '鼓勵', '冠狀病毒', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['傳染', '中', '心', '研究', '止', '三', '月', '中', '傳染', '仍然', '低', '機會', '接觸', '禁止', '有', '用']",0.0
2020-04-30/007265-007381,"['新加玻', '上升', '草', '看到', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['的士', '這', '人', '排隊', '等', '車', '等', '來', '來']",0.0
2020-05-01/019040-019240,"['N', '新聞', '推車', '遠處', '麥', '絲', '麗', '火', '葉', '鼓吹', '穿著', '穿著', '穿著', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['五', '月', '一', '期間', '一', '星期', '北京', '舊', '屋', '多', '開', '開', '限制', '人', '入', '參觀', '真', '人', '限制', '有']",0.0
2020-05-01/019785-019878,"['西班牙', '對方', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['繼續', '新聞', '時間', '關於', '看', '沙田', '真', '情況', '看']",0.0
2020-05-01/021999-022177,"['她', '聘用', '銀行', '清明', '培訓', '對於', '方便', '收起', '上學', '湧去', '賣票', '那地區', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['今', '警察', '即', '開咪', '說', '說', '說', '甚麼', '全部', '今', '人', '散開', '散開', '散開', '散開', '要']",0.0
2020-05-02/021014-021100,"['銅鑼灣', '昨天', '噴射', '罰我', '簽約', '習慣', '雨傘', '雨傘']","['影響', '我', '觀察', '控制', '能', '估', '<BAD>', '<BAD>']",0.0
2020-05-02/022283-022525,"['支聯會', '周', '走', '位', '帆船', '代替', '年輕', '指派', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['但是', '真', '全部', '政府', '錢', '用', '我', '會', '不', '浪費', '不', '真', '香港', '今', '<MUMBLE>', '負', '借', '超', '三', '百', '八', '十']",0.0
2020-05-02/023816-023963,"['説', '韓', '例如', '曬', '示威', '示威', '代替', '代替', '堅固', '許', '思', '緊張']","['病', '病', '肺', '炎', '比較', '嚴重', '可能', '要', '吸入', '氧氣', '<BAD>', '<BAD>']",0.0
2020-05-02/025320-025594,"['梁', '病毒', '兆', '拖累', '事情', '電視', '散播', '散播', '大廈', '互動', '拘捕', '勝', '消滅', '人類', '智慧', '忍', '忍', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['防', '防', '平衡', '有', '另', '條件', '包括', '歲', '一', '八', '至', '五', '五', '男', '重', '要', '六', '五', 'K', 'G', '以上', '長', '病', '沒', '通過', '血', '捐', '能']",0.0
2020-05-02/025902-026177,"['不關事', '評估', '老人家', '電視', '救援', '簽証', '有否', '警', '警', '指示', '警', '莫斯科', '球迷', '問答', '工', '下降', '聚合', '首都', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['一', '一', '零', '萬', '人', '超', '証實', '肺', '炎', '美國', '這', '批准', '名字', '名字', '德', '給', '幫', '醫治', '某些', '新型冠狀', '肺', '炎', '病', '病', '人', '專', '擔心', '影響', '身體', '會']",0.0
2020-05-03/007801-007938,"['時光飛逝', '富有', '哈', '土', '基', '抽', '股票指數', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['沙灘', '這', '多', '帳篷', '帳篷', '一', '點', '五', '米', '隔開', '沒', '有', '部分', '超', '四', '人', '聚集']",0.0
2020-05-03/013316-013608,"['最新', '食肆', '失去', '副', '副', '立法會', '立法會', '十字架', '蔓延', '發炎', '勁多', '相反', '起移動', '程度', '起火', '金融', '海嘯', '準時', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['印度', '新冠', '肺', '炎', '控制', '不能', '二', '千', '六', '百', '人', '傳染', '感染', '肺', '炎', '真', '現在', '新', '高', '即', '變', '穩定', '南韓', '星期', '三', '開始', '經濟', '恢復', '活動']",0.0
2020-05-04/001025-001282,"['人民', '臺', '臺', '文憑', '咳', '飛機到達', '蝴蝶', '有權利的人', '從口噴出', '財經', '操作', '有蓋瓶子', '加價', '下屬', '黃', '組織', '指', '指', '鼓勵全部', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['外', '股票', '指數', '經濟', '基金', '全部', '計算', '計算', '內', '真', '損失', '勁', '金', '管', '屋', '說', '真', '給', '樓', '樓', '減', '計劃', '沒']",0.0
2020-05-04/001342-001456,"['喪禮', '等待', '有沒有', '放下棺材', '票站', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['現在', '準備', '請看', '香港', '今', '加', '一', '新冠', '肺', '炎', '入']",0.0
2020-05-04/008657-008760,"['不管', '誰', '夏', '曾經', '麵', 'P', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['香港', '今', '有', '關', '新', '一', '新冠', '肺', '炎', '美國', '返']",0.0
2020-05-04/011013-011221,"['泰國', '馬', '馬', '火藥', '多數', '職員', '被邀請', '護士', '護士', '駐港總', '召喚', '首先', '指派', '多月', '解放軍', '解放軍', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['另', '送院', '病', '人', '過程', '會', '看', '看', '人', '手', '安排', '病', '病', '計算', '醫', '屋', '內', '防', '防', '病', '或者', '安排']",0.0
2020-05-04/013200-013410,"['無奈', '無奈', '專注', '普通', '普通', '擴散', '成立', '石', '石', '李家超', '<BAD>', '<BAD>', '<BAD>']","['三', '起名', '好像', '車', '壞', '了', '希望', '第', '二', '日期', '期間', '正面', '不']",0.0
2020-05-04/017854-017981,"['水果', '出', '缺乏', '泰', '單膝下跪', '包紮', '鎖', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['香港', '股票指數', '降下', '幾', '千', '點', '真', '現在', '兩', '星期', '內', '降下', '勁']",0.0
2020-05-04/025860-025940,"['各處爆發', '溫度', '調到', '嚴重', '<BAD>']","['立', '法', '會', '影響', '勁']",0.0
